created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Feb 04 14:09:56 +0000 2024;1754145264653516971;"@idextratime ANIES TEGA NANYAIN SOAL PERLINDUNGAN PEREMPUAN KE PRABOWO  LHA WONG PRABOWO AJA GA MELINDUNGI ISTRINYA, MALAH DIPEGAT NOOHHH TITIEK";0;0;0;0;in;1407584888480436227;1754144806023176340;diandra_sari03;https://twitter.com/diandra_sari03/status/1754145264653516971
Sun Feb 04 14:09:55 +0000 2024;1754145262870974569;"Pertanyan pak anies soal perlindungan kepada perempuan di jawab sendiri oleh pak anies 😔";0;0;0;0;in;2209831022;1754145262870974569;AlasBanjaran;https://twitter.com/AlasBanjaran/status/1754145262870974569
Sun Feb 04 14:09:55 +0000 2024;1754145262162116743;"Rugi sih klo pak anies ga naik";0;0;0;0;in;1026638941426839553;1754145093479703034;kcngkuacipermen;https://twitter.com/kcngkuacipermen/status/1754145262162116743
Sun Feb 04 14:09:55 +0000 2024;1754145261939806624;"wkwk pa anies sblm nanya ke pa prabowo senyam senyumnya serem bgt";0;0;0;0;in;1146445326506573826;1754145261939806624;jallyfishhh;https://twitter.com/jallyfishhh/status/1754145261939806624
Sun Feb 04 14:09:55 +0000 2024;1754145261360922647;"ANJIRRR FINALLY PAK ANIES NGOMONGNYA LEWAT WAKTU WALAU CMA TERIMA KASIH DOANG WKAKAKAKKAKAKA 🔥🔥🔥🔥🔥🔥 https://t.co/VuaFCcpQU3";0;0;0;0;in;1512083429613248514;1754145261360922647;shafqilaa;https://twitter.com/shafqilaa/status/1754145261360922647
Sun Feb 04 14:09:55 +0000 2024;1754145261037949030;"yaAllah Anies ngomong akan menindak kekerasan perempuan termasuk sejak catcalling gue pengen nangis sedetik";0;0;0;0;in;95392110;1754145261037949030;balqiskn_;https://twitter.com/balqiskn_/status/1754145261037949030
Sun Feb 04 14:09:54 +0000 2024;1754145259188306173;"Pak anies tadi udah ngejelasin da, naha ai pak prabowo jawabannya tidak nyambung:(";0;0;0;0;in;421155419;1754145259188306173;safisnain;https://twitter.com/safisnain/status/1754145259188306173
Sun Feb 04 14:09:54 +0000 2024;1754145258945028318;"tadi pak anies kurang tegas";0;0;0;0;in;1229626898767941633;1754145258945028318;roroyanro;https://twitter.com/roroyanro/status/1754145258945028318
Sun Feb 04 14:09:54 +0000 2024;1754145257959379281;"Pak Anies jangan tanya soal perempuan ke Pak Prabowo  dia aja ga punya istri hehehehe";0;0;0;0;in;1254913683416690688;1754145257959379281;baymaaks;https://twitter.com/baymaaks/status/1754145257959379281
Sun Feb 04 14:09:54 +0000 2024;1754145257015673063;"W jadi percaya anies ganjar dah janjian 😭😭😭";0;0;0;0;in;172355342;1754145257015673063;conconlatte;https://twitter.com/conconlatte/status/1754145257015673063
Sun Feb 04 14:09:54 +0000 2024;1754145256797511698;"catcalling bukan hal yang disepelekan (parafrase) -anies baswedan";0;0;0;0;in;3269153257;1754145040103100716;panasdiri;https://twitter.com/panasdiri/status/1754145256797511698
Sun Feb 04 14:09:54 +0000 2024;1754145255790903731;"pak anies ngomongin perlindungan perempuan gua mau nangisss :(((";0;0;0;0;in;404585583;1754145255790903731;wakeupjww;https://twitter.com/wakeupjww/status/1754145255790903731
Sun Feb 04 14:09:54 +0000 2024;1754145255493189935;"pak anies aware sampe ke masalah cat-calling juga";0;0;0;0;in;1429449592811102208;1754145255493189935;cronaissante;https://twitter.com/cronaissante/status/1754145255493189935
Sun Feb 04 14:09:53 +0000 2024;1754145255262454215;"sy sdh mengetahui apa yg hrs dijadikan concern di dunia pendidikan biasa klo di lingkungan ngontakners kbtulan tetangga org ASN, apa yg disampaikan Pak Anies 100% VALID guru tdk fokus dgn bidangnya trlalu byk pekerjaan yg bersifat administratif  ABAH ANIES ROCKS DEBAT CAPRES";0;0;0;0;in;488495037;1754145255262454215;trey_3ex;https://twitter.com/trey_3ex/status/1754145255262454215
Sun Feb 04 14:09:53 +0000 2024;1754145254574641364;"bjir bilang pa anies kurang tegas, lu aja td ditanya apa jawab apa";0;0;0;0;in;1120013337373265921;1754145254574641364;sttresberat;https://twitter.com/sttresberat/status/1754145254574641364
Sun Feb 04 14:09:53 +0000 2024;1754145252850737569;"maneh yang gak nyambung Prabowo, bukan Anies yang gak tegas";0;0;0;0;in;1633835406625234952;1754145252850737569;_niwhy;https://twitter.com/_niwhy/status/1754145252850737569
Sun Feb 04 14:09:53 +0000 2024;1754145252737524065;"WUOOOHH ANIES PROGRESIF COYY “PEREMPUAN HARUS PUNYA WAGE YG SAMA DENGAN LAKI-LAKI”😋😋😋😋😋";0;0;0;0;in;1506678344666193924;1754145252737524065;leutnantzaki;https://twitter.com/leutnantzaki/status/1754145252737524065
Sun Feb 04 14:09:53 +0000 2024;1754145252468998203;"Pak anies kurang tegas nih ahhhh nooobbb";0;0;0;0;in;1609777178;1754145252468998203;swebkage;https://twitter.com/swebkage/status/1754145252468998203
Sun Feb 04 14:09:53 +0000 2024;1754145252418654287;"pertanyaannya anies dari awal sudah sejelas itu";0;0;0;0;in;771217392194035712;1754145185901187540;dokeuy;https://twitter.com/dokeuy/status/1754145252418654287
Sun Feb 04 14:09:53 +0000 2024;1754145252087382279;"Anies dan PKS mendukung peningkatan kapasitas guru dalam menyediakan pembelajaran daring, menghadapi dinamika perubahan teknologi. #CoblosPKSAniesPresiden AniesPresiden PKSPartaiku";0;0;0;0;in;1626104883286876160;1754145252087382279;setiaa_pratiwi;https://twitter.com/setiaa_pratiwi/status/1754145252087382279
Sun Feb 04 14:09:53 +0000 2024;1754145251772817609;"“Perempuan harus punya upah yang setara dengan laki-laki” OMG PAK ANIES IS A PROGRESSIVE FEMINIST WE LOVE TO SEE IT!!!! #debatcapres2024 #DebatCapres";0;0;0;1;in;1227302138818121728;1754145251772817609;shafi__ra;https://twitter.com/shafi__ra/status/1754145251772817609
Sun Feb 04 14:09:52 +0000 2024;1754145250942267470;"pak anies ngedenger jawaban El gemoy 😁😁😁 #debatcapres2024";0;0;0;0;in;1629571924300042241;1754145250942267470;yayayabombayah;https://twitter.com/yayayabombayah/status/1754145250942267470
Sun Feb 04 14:09:52 +0000 2024;1754145249570824608;"Sejak nonton desak Anies, Selalu terkesima dengan permainan diksi dan kata kata beliau";0;0;0;0;in;727791370170077184;1754145249570824608;satekuahrawon;https://twitter.com/satekuahrawon/status/1754145249570824608
Sun Feb 04 14:09:52 +0000 2024;1754145249193312635;"@txtdrimedia Anies sama ganjar.. yg tengah ngikut ‘setuju’ doang ga seru.";0;0;0;0;in;755847800;1754124747678630007;ravenxxxxk;https://twitter.com/ravenxxxxk/status/1754145249193312635
Sun Feb 04 14:09:52 +0000 2024;1754145249021309349;"Scene 13 INT - Ruang Debat - Night                               Cak Imin          (Menyilangkan tangan di dada) Mas Anies kok jadi lebih klik sama Pak Ganjar ya?                            Prof Mahfud hmmm aku udah resign lhoooo Pak Ganjaaaaarr";0;0;0;0;in;258874416;1754105539896959049;adjisdoaibu;https://twitter.com/adjisdoaibu/status/1754145249021309349
Sun Feb 04 14:09:52 +0000 2024;1754145248295690510;"Anies: “Eh lu dengerin ngga sih apa pertanyaan gue? Coba lo jawab lagi yang bener habis ini ya soalnya perempuan tuh butuh dimuliakan.”";0;0;0;0;in;1443910518;1754144407593599297;cepatbozan;https://twitter.com/cepatbozan/status/1754145248295690510
Sun Feb 04 14:09:52 +0000 2024;1754145247658131887;"pak anies… huhu… kl dia kalah indonesia yg rugi 😭😭😭";0;0;0;0;in;1499054859353751552;1754145247658131887;binthebuilder;https://twitter.com/binthebuilder/status/1754145247658131887
